age,income,loan_amount,loan_term,interest_rate,credit_score,employment_years,num_prev_loans,missed_payments,debt_to_income,loan_purpose,default
57,55789,4986,12,19.66,545,22,2,4,0.0894,business,1
26,47529,14708,36,8.08,556,29,7,4,0.3095,education,1
46,15000,17941,60,14.25,651,21,1,3,1.1961,medical,1
54,54337,11117,36,21.16,404,9,6,3,0.2046,medical,1
26,51427,1000,60,15.63,636,22,7,1,0.0194,personal,0
57,38853,14120,12,18.89,825,4,3,0,0.3634,business,0
53,42885,24404,36,16.11,600,17,1,0,0.5691,business,0
42,54520,10536,24,19.27,376,7,5,4,0.1933,education,1
41,44411,10932,24,21.06,810,13,7,1,0.2462,education,0
26,65293,6764,48,9.64,529,27,7,1,0.1036,personal,0
26,41521,14888,24,7.88,331,1,4,3,0.3586,personal,1
24,57782,7974,60,13.23,357,27,7,2,0.138,personal,1
50,76240,18129,24,16.93,403,7,7,0,0.2378,home_improvement,0
31,54341,8054,24,8.86,611,15,4,1,0.1482,business,0
50,61407,14050,24,5.07,366,6,0,3,0.2288,personal,1
51,60267,11721,36,10.83,673,2,3,3,0.1945,business,0
44,55143,21330,48,21.47,534,28,4,3,0.3868,medical,1
29,53793,14456,12,16.81,411,3,2,2,0.2687,medical,1
23,44715,20322,48,11.82,688,28,5,1,0.4545,business,0
51,57718,12651,60,8.27,707,6,2,4,0.2192,medical,0
60,49901,10975,36,11.05,353,3,1,4,0.2199,medical,1
57,82829,11770,36,7.89,538,8,5,3,0.1421,medical,1
56,69600,7371,24,6.81,594,22,7,3,0.1059,education,0
44,28849,15190,24,20.41,411,16,5,2,0.5265,education,1
51,29851,7857,60,21.96,387,16,2,3,0.2632,business,1
26,52651,12674,36,7.79,775,19,7,1,0.2407,business,0
22,47884,17131,12,5.93,603,13,4,3,0.3578,home_improvement,0
40,51702,21501,48,10.61,604,13,2,3,0.4159,education,0
48,66720,12977,36,12.85,589,28,3,1,0.1945,business,0
31,60683,17167,12,8.48,507,24,1,0,0.2829,education,0
24,60501,16451,12,10.12,669,12,6,4,0.2719,home_improvement,0
35,81031,9705,48,8.41,519,3,5,3,0.1198,business,1
26,29999,24646,12,18.16,530,12,7,1,0.8216,business,1
50,56870,8542,60,17.11,648,20,3,4,0.1502,business,0
58,44577,12545,12,15.79,554,16,4,2,0.2814,business,1
22,80837,20724,60,11.58,751,14,4,0,0.2564,personal,0
35,15231,20576,12,20.45,441,29,2,3,1.3509,education,1
31,16021,12085,24,21.48,368,17,0,0,0.7543,education,1
28,60483,17942,12,7.95,388,10,5,3,0.2966,education,1
46,75273,10656,60,8.79,435,3,5,3,0.1416,home_improvement,1
64,68918,9067,12,13.94,822,27,0,3,0.1316,personal,0
25,40582,4723,12,6.55,741,19,4,0,0.1164,education,0
26,82115,16343,12,12.42,337,10,4,2,0.199,education,1
46,32833,16975,60,14.89,507,9,6,1,0.517,business,1
24,78534,8592,12,13.88,509,21,6,1,0.1094,business,1
39,35213,13608,48,10.63,812,12,5,2,0.3864,business,0
40,48667,27905,48,14.22,659,21,6,2,0.5734,education,1
53,66506,18880,60,21.3,300,7,6,3,0.2839,business,1
40,28608,6591,24,8.5,680,27,7,3,0.2304,education,0
32,81442,18009,48,16.13,836,12,1,1,0.2211,home_improvement,0
21,48557,6618,36,5.74,693,8,5,3,0.1363,home_improvement,0
46,57470,1000,48,6.13,349,29,4,3,0.0174,medical,1
34,75919,11877,36,14.38,695,0,7,2,0.1564,personal,0
58,40723,21379,60,6.78,331,0,4,0,0.525,business,1
57,74094,20384,24,5.38,844,14,6,4,0.2751,business,0
31,84529,14263,36,7.92,533,21,1,4,0.1687,personal,1
56,43199,8749,36,14.6,325,3,6,3,0.2025,personal,1
33,79648,14918,48,16.96,733,26,6,3,0.1873,medical,0
63,23309,10385,36,8.44,360,19,3,4,0.4455,personal,1
23,62012,8918,60,16.36,740,0,3,2,0.1438,education,0
53,32885,18372,60,8.1,429,24,1,4,0.5587,business,1
26,71966,8843,60,15.43,653,11,1,4,0.1229,personal,0
30,70488,18763,48,12.0,497,10,3,4,0.2662,education,1
25,92392,8446,24,16.11,670,18,3,3,0.0914,personal,0
43,80583,24350,48,21.92,446,14,3,3,0.3022,education,1
30,52016,2156,60,20.94,797,20,3,4,0.0414,home_improvement,0
64,35528,6259,48,5.07,347,9,5,3,0.1762,education,1
22,65182,11067,60,20.05,471,0,5,4,0.1698,medical,1
33,53906,1000,12,6.13,614,23,6,2,0.0186,education,0
60,82920,1000,12,21.2,675,2,2,3,0.0121,personal,0
22,16005,1000,36,9.79,832,13,6,0,0.0625,home_improvement,0
40,94385,10247,24,11.49,719,14,1,3,0.1086,home_improvement,0
21,64575,10399,12,6.56,695,0,0,2,0.161,education,0
57,40365,13997,60,6.91,821,9,2,2,0.3468,personal,0
29,68211,10817,48,17.35,486,21,0,3,0.1586,home_improvement,1
37,78353,13797,48,21.05,332,0,0,1,0.1761,education,1
29,57058,9298,36,15.38,368,14,4,4,0.163,education,1
31,23231,16288,48,17.17,490,2,7,4,0.7011,education,1
35,49710,15565,12,17.95,400,20,1,2,0.3131,home_improvement,1
44,73709,10039,48,9.47,784,19,5,3,0.1362,business,0
58,63939,15198,12,5.77,584,22,2,1,0.2377,personal,0
55,52182,10856,12,5.03,689,21,6,0,0.208,medical,0
50,78549,2866,24,10.96,459,11,1,4,0.0365,medical,1
51,68307,17426,36,9.1,346,18,3,1,0.2551,personal,0
25,69694,6559,60,6.06,458,15,1,4,0.0941,business,1
64,47608,17362,12,8.05,745,26,0,3,0.3647,personal,0
34,45867,13944,36,7.12,822,7,5,4,0.304,education,0
31,24400,11492,60,20.55,454,23,3,0,0.471,personal,1
29,50330,1000,48,7.38,638,13,1,3,0.0199,personal,0
54,71837,21238,36,14.14,664,17,1,2,0.2956,home_improvement,0
32,51326,9821,36,15.08,447,22,5,1,0.1913,medical,0
55,63019,15807,36,14.24,443,29,0,4,0.2508,medical,1
55,75001,11316,48,6.68,402,0,6,3,0.1509,education,1
21,61710,10371,48,10.42,392,1,3,3,0.1681,education,1
60,63469,13156,36,5.87,585,23,0,4,0.2073,home_improvement,0
42,30559,12159,24,11.73,723,11,5,2,0.3979,education,0
49,49193,10398,12,8.21,418,16,1,4,0.2114,business,1
28,86079,11668,48,14.55,328,1,6,2,0.1355,home_improvement,1
31,56868,14562,24,16.78,810,27,2,4,0.2561,home_improvement,0
61,89141,14986,48,14.05,329,16,2,3,0.1681,personal,1
57,41983,12260,36,12.38,665,20,4,0,0.292,personal,0
34,59211,15725,24,11.58,437,6,7,0,0.2656,business,0
50,48111,9455,60,19.31,774,5,2,3,0.1965,home_improvement,0
55,65655,25349,12,8.73,691,5,5,0,0.3861,home_improvement,0
41,71110,20913,12,17.48,734,21,7,2,0.2941,personal,0
57,65844,16574,48,17.88,533,7,5,3,0.2517,medical,1
25,73753,1000,12,12.13,354,4,5,2,0.0136,medical,1
39,54762,15636,60,10.05,591,14,3,3,0.2855,personal,0
34,51570,9980,24,13.0,611,25,4,2,0.1935,education,0
46,23352,6127,24,6.58,847,6,3,2,0.2624,home_improvement,0
24,66492,9827,36,5.78,388,2,6,0,0.1478,business,0
45,58099,6792,24,6.9,511,24,7,3,0.1169,medical,1
62,53777,15040,48,8.18,617,9,2,4,0.2797,education,0
45,51565,21695,60,13.57,764,2,6,0,0.4207,home_improvement,0
38,54336,16956,36,19.44,386,29,7,2,0.3121,education,1
60,50747,28575,48,9.01,708,13,7,2,0.5631,home_improvement,0
28,45495,2678,48,20.9,539,21,2,4,0.0589,home_improvement,1
59,59312,8963,48,21.23,356,2,1,4,0.1511,personal,1
60,63714,6341,12,21.3,412,0,3,2,0.0995,personal,1
34,41129,19376,48,19.24,369,0,0,4,0.4711,business,1
52,47786,10676,12,11.19,483,18,6,1,0.2234,business,1
58,51316,13137,24,6.24,575,3,1,0,0.256,education,0
53,55086,15802,12,14.67,532,29,3,3,0.2869,personal,1
43,52692,3271,48,14.5,353,1,7,4,0.0621,home_improvement,1
35,66874,8271,60,19.45,556,24,5,4,0.1237,personal,1
53,25257,17983,60,21.93,389,10,4,1,0.712,home_improvement,1
45,28449,8711,24,13.64,734,23,6,3,0.3062,personal,0
37,58484,1718,48,10.87,707,11,3,1,0.0294,home_improvement,0
53,44151,6586,12,8.16,568,12,4,3,0.1492,education,1
22,70916,10282,60,5.08,665,15,6,0,0.145,personal,0
34,76056,13000,36,13.65,650,15,4,4,0.1709,medical,0
60,59207,11575,48,14.44,598,18,6,0,0.1955,medical,0
60,35704,8314,48,19.02,458,22,2,3,0.2329,home_improvement,1
59,73982,17635,36,13.58,786,19,0,4,0.2384,education,0
26,58580,11225,60,20.58,825,20,6,1,0.1916,home_improvement,0
26,28235,13256,36,15.68,654,19,7,2,0.4695,education,0
23,29826,8634,24,19.29,700,8,3,1,0.2895,business,0
27,82305,21053,12,7.52,704,15,0,2,0.2558,personal,0
28,79320,9650,12,19.54,395,26,4,1,0.1217,education,1
62,15000,12448,60,16.48,691,6,2,3,0.8299,home_improvement,0
35,30559,18209,36,7.89,651,12,6,0,0.5959,business,0
49,75535,13680,48,8.23,587,3,0,2,0.1811,home_improvement,0
53,54667,13530,48,20.75,822,12,1,3,0.2475,medical,0
50,67633,1000,48,5.55,461,7,4,0,0.0148,medical,1
59,53884,16083,24,12.86,481,1,1,0,0.2985,personal,1
47,66780,12333,24,10.33,848,6,5,4,0.1847,personal,0
56,55105,15249,48,16.31,381,10,0,4,0.2767,business,1
49,47123,13099,60,19.27,823,16,0,4,0.278,medical,0
58,74057,8645,24,11.13,303,23,0,2,0.1167,education,1
53,58636,17365,24,12.26,794,28,5,2,0.2961,medical,0
57,66742,13188,12,21.69,350,13,7,0,0.1976,personal,1
47,57834,4263,12,18.33,560,27,3,2,0.0737,home_improvement,1
53,46245,19851,60,20.25,433,29,4,0,0.4293,business,1
24,83951,3417,24,12.46,661,12,4,3,0.0407,medical,0
42,61389,17405,24,8.98,516,14,6,1,0.2835,education,1
22,48609,20921,36,12.0,367,21,6,0,0.4304,education,1
30,78009,5362,60,17.17,442,27,6,0,0.0687,education,1
25,31225,11263,60,6.86,645,20,4,3,0.3607,business,0
30,95253,10704,36,9.6,493,24,3,4,0.1124,education,1
53,51775,10974,36,5.79,545,8,7,4,0.212,education,1
58,32175,22981,12,12.35,613,2,0,4,0.7143,medical,0
33,89306,5431,60,19.07,683,24,0,0,0.0608,business,0
51,46662,10160,60,5.42,576,12,5,0,0.2177,home_improvement,1
56,59378,21019,36,16.48,371,12,1,2,0.354,home_improvement,1
44,67918,10062,48,20.85,428,8,3,2,0.1481,education,1
35,76315,6385,48,9.03,657,17,2,1,0.0837,personal,0
49,60395,13578,12,16.79,824,4,3,1,0.2248,business,0
28,43348,16833,48,21.58,519,10,5,2,0.3883,personal,1
25,58941,9642,48,21.36,305,1,7,0,0.1636,business,1
49,47452,15326,48,8.99,527,16,1,3,0.323,business,1
24,59482,3740,24,6.71,316,22,1,2,0.0629,medical,1
32,84306,4073,12,7.52,311,19,6,0,0.0483,education,1
22,68606,9359,36,16.93,798,20,6,2,0.1364,medical,0
47,58719,15540,48,17.34,801,3,1,4,0.2647,personal,0
51,68292,16568,24,16.46,369,21,0,2,0.2426,personal,1
56,69581,4907,48,10.71,407,26,2,4,0.0705,home_improvement,1
56,35598,16346,24,7.89,500,17,1,0,0.4592,medical,1
46,55751,12999,12,14.87,351,23,4,4,0.2332,medical,1
63,101125,6724,48,13.22,848,19,0,2,0.0665,medical,0
47,76830,3994,24,17.39,558,7,7,4,0.052,home_improvement,1
25,45938,13378,60,12.5,781,18,7,3,0.2912,medical,0
40,44142,19737,60,10.76,563,11,2,4,0.4471,medical,1
31,43542,12213,24,9.99,602,27,4,4,0.2805,medical,0
30,70593,6390,48,8.59,424,10,2,1,0.0905,medical,1
60,83937,1000,48,9.52,569,15,5,3,0.0119,personal,1
58,65479,21176,12,6.61,779,4,2,0,0.3234,education,0
26,57828,18251,12,10.9,431,27,4,4,0.3156,personal,1
28,47005,13812,36,5.62,301,2,3,3,0.2938,medical,1
43,60928,20867,12,8.17,414,11,2,0,0.3425,business,1
46,40237,13343,48,17.7,780,14,3,3,0.3316,business,0
63,20156,8813,36,10.53,300,15,2,1,0.4372,home_improvement,1
32,84462,15330,12,16.36,630,12,5,0,0.1815,personal,0
46,36895,7021,24,17.19,690,6,4,0,0.1903,home_improvement,0
33,49153,6026,60,14.88,442,14,2,4,0.1226,home_improvement,1
60,66814,16629,12,21.3,627,2,1,2,0.2489,business,0
38,80820,17134,12,5.36,676,11,5,0,0.212,personal,0
45,59628,4357,24,17.56,389,7,1,0,0.0731,education,1
53,33513,4579,48,21.3,341,24,7,1,0.1366,personal,1
60,49575,9329,24,19.66,334,28,7,1,0.1882,home_improvement,1
63,42787,7732,12,7.85,793,11,5,1,0.1807,medical,0
32,54312,14858,48,10.56,423,17,5,4,0.2736,home_improvement,1
64,77175,12288,36,7.93,356,2,6,0,0.1592,personal,1
56,15000,18989,12,15.22,755,11,2,1,1.2659,business,0
24,47594,13903,24,17.11,534,28,4,1,0.2921,personal,0
25,46287,8132,36,10.39,691,22,6,3,0.1757,education,0
57,32378,1000,60,14.17,791,20,4,3,0.0309,medical,0
28,65538,13076,36,16.75,642,25,0,1,0.1995,medical,0
62,29530,1738,24,12.16,475,22,4,4,0.0589,home_improvement,1
48,31601,8058,36,19.52,351,1,3,2,0.255,personal,1
51,70319,7669,24,18.12,849,13,2,3,0.1091,business,0
29,82010,8949,12,6.1,777,13,1,3,0.1091,education,0
49,53630,4103,48,15.56,788,3,4,0,0.0765,home_improvement,0
34,33086,7648,60,9.0,304,16,1,0,0.2312,personal,0
60,42300,18875,48,14.48,508,14,0,1,0.4462,business,1
61,73144,18858,48,21.27,516,15,2,0,0.2578,personal,1
42,57095,21194,48,19.94,835,4,4,0,0.3712,business,0
31,53181,12060,24,11.88,641,23,6,2,0.2268,personal,0
43,60634,13627,24,9.96,700,16,1,4,0.2247,personal,0
21,54322,18963,60,8.98,761,22,6,1,0.3491,home_improvement,0
57,82822,3176,24,14.05,510,6,5,2,0.0383,personal,1
41,41515,16833,24,6.94,325,22,6,1,0.4055,personal,1
46,39448,19814,24,14.34,551,14,4,4,0.5023,home_improvement,1
56,30097,6666,24,5.02,302,16,0,1,0.2215,home_improvement,0
43,45280,20295,12,10.51,301,11,6,0,0.4482,medical,1
21,35344,24346,60,8.74,301,10,5,4,0.6888,medical,1
60,58925,16667,24,21.51,449,18,1,2,0.2829,home_improvement,1
35,55377,15567,60,17.36,303,10,1,2,0.2811,education,1
41,35576,5281,36,10.94,796,1,2,3,0.1484,business,0
29,65604,18415,12,6.58,849,14,6,2,0.2807,home_improvement,0
29,82302,5846,24,13.79,767,4,6,3,0.071,medical,0
30,61441,14218,12,8.63,369,17,2,0,0.2314,personal,1
46,15000,14826,12,14.12,500,28,1,2,0.9884,home_improvement,1
61,90768,1000,36,19.2,607,29,5,4,0.011,home_improvement,0
55,68444,14434,60,15.47,551,20,7,3,0.2109,medical,1
45,90215,27728,12,15.77,586,20,6,2,0.3074,medical,0
46,74633,1000,48,14.2,591,15,7,0,0.0134,education,0
31,78229,11676,36,20.76,453,3,2,4,0.1493,medical,1
58,58694,1000,48,20.84,432,26,7,4,0.017,medical,1
22,50278,6635,36,13.72,573,22,1,0,0.132,medical,1
27,61722,1000,48,10.2,808,9,5,2,0.0162,personal,0
38,42241,12957,48,12.81,652,21,3,1,0.3067,home_improvement,0
47,62809,16761,12,8.17,304,1,4,2,0.2669,home_improvement,1
54,15000,14458,12,15.82,592,14,6,3,0.9639,medical,1
47,55772,6418,36,13.5,659,3,3,3,0.1151,education,0
37,79204,8343,60,6.76,513,28,3,2,0.1053,medical,1
63,56697,13633,12,8.36,705,15,4,3,0.2405,education,0
64,86094,6606,12,13.15,735,29,1,1,0.0767,home_improvement,0
44,50252,4027,24,20.09,314,26,7,1,0.0801,education,1
45,73047,10565,12,14.63,572,6,1,4,0.1446,education,1
27,39191,6331,60,16.59,344,24,2,3,0.1615,business,1
26,72315,14469,24,10.76,711,24,0,2,0.2001,education,0
44,59186,19792,48,14.71,486,11,1,4,0.3344,education,1
53,51044,27585,48,12.61,469,2,7,1,0.5404,personal,1
49,15000,14028,24,16.21,700,16,4,4,0.9352,home_improvement,0
63,50421,15875,24,5.86,545,8,0,0,0.3148,medical,0
42,58842,8404,24,13.39,342,7,4,3,0.1428,business,1
46,69916,8775,36,10.03,478,22,4,2,0.1255,education,1
48,83097,19704,60,10.55,756,5,4,1,0.2371,personal,0
41,91630,10342,60,21.34,834,29,6,4,0.1129,personal,0
27,77432,12437,48,8.11,543,14,6,2,0.1606,medical,1
37,44882,19337,48,10.29,316,9,0,3,0.4308,medical,1
40,49513,10388,48,13.67,411,22,3,2,0.2098,home_improvement,1
61,68300,21002,12,19.67,846,26,7,3,0.3075,education,0
40,64353,15438,48,12.08,329,24,6,3,0.2399,personal,1
42,84310,14732,24,17.65,491,5,5,3,0.1747,business,1
48,99629,8110,48,19.56,736,14,4,4,0.0814,home_improvement,0
60,95809,15054,24,10.27,478,29,7,3,0.1571,education,1
27,81890,9425,36,11.68,773,13,6,2,0.1151,medical,0
21,64502,14816,12,11.06,433,25,2,0,0.2297,education,0
52,79287,11389,12,19.16,611,18,1,2,0.1436,medical,0
33,84905,17800,60,5.75,324,12,5,4,0.2096,education,1
50,52348,11809,36,10.24,670,13,7,3,0.2256,business,0
43,45412,24227,24,16.55,824,2,1,0,0.5335,home_improvement,0
39,41186,10346,36,14.61,618,3,1,4,0.2512,medical,0
52,39225,8792,12,12.42,529,25,0,1,0.2241,business,1
50,30124,14076,24,14.18,401,28,2,1,0.4673,personal,1
49,59498,18467,36,8.36,749,13,2,1,0.3104,business,0
49,37004,18420,12,12.32,677,13,5,0,0.4978,business,0
50,40896,13000,24,13.53,502,25,2,2,0.3179,business,1
36,67622,14034,24,20.32,566,7,2,0,0.2075,medical,1
60,58268,14043,12,9.43,761,9,7,0,0.241,personal,0
39,62733,5532,24,19.75,664,8,2,0,0.0882,home_improvement,0
38,79572,18144,12,15.95,403,13,5,1,0.228,business,1
21,70561,4452,48,5.35,410,7,3,2,0.0631,medical,1
34,82339,5544,48,17.32,727,10,2,0,0.0673,medical,0
22,56439,12330,24,5.6,768,9,6,2,0.2185,home_improvement,0
48,84012,10080,24,21.96,549,17,7,3,0.12,education,1
50,61475,16776,12,19.83,781,3,7,0,0.2729,personal,0
58,58036,14684,24,10.05,630,3,2,0,0.253,personal,0
24,81307,12829,60,9.38,500,11,0,0,0.1578,business,1
21,39301,5246,48,11.48,753,17,0,3,0.1335,education,0
28,91424,12159,24,11.05,803,28,6,3,0.133,personal,0
49,49922,11684,24,11.33,845,7,2,1,0.234,business,0
59,33074,13333,36,10.41,410,2,3,4,0.4031,education,1
23,66763,9419,24,15.56,843,17,7,2,0.1411,medical,0
52,48208,15136,60,7.79,508,6,2,4,0.314,business,1
30,91464,9920,48,19.38,332,0,6,0,0.1085,education,1
30,47207,14574,36,18.81,406,21,2,0,0.3087,home_improvement,1
39,60660,16776,12,13.1,564,12,2,1,0.2766,personal,0
54,29339,8792,12,19.5,525,28,4,4,0.2997,business,1
53,69632,7367,48,9.2,786,2,3,0,0.1058,medical,0
43,41006,14858,12,5.3,478,28,1,4,0.3623,business,1
48,67479,4073,60,15.53,521,2,6,1,0.0604,personal,1
52,47289,18669,24,12.78,669,14,2,4,0.3948,personal,0
27,18155,12065,48,14.64,466,20,6,2,0.6646,education,1
49,57361,11311,36,20.29,599,29,1,1,0.1972,medical,0
28,56555,15276,24,21.49,680,18,3,4,0.2701,education,0
21,70859,14903,12,15.79,334,27,7,0,0.2103,medical,0
23,83008,12039,12,17.99,706,3,6,3,0.145,business,0
44,89423,17271,36,6.42,801,12,2,3,0.1931,business,0
43,70554,7965,60,7.73,613,12,7,1,0.1129,education,0
28,60015,16274,36,17.46,400,14,1,3,0.2712,home_improvement,1
57,29307,5528,48,12.33,514,18,6,2,0.1886,personal,1
23,58636,15063,36,12.58,361,15,5,1,0.2569,education,1
53,58868,10032,12,10.25,668,6,1,0,0.1704,education,0
48,51424,4133,60,15.33,667,2,3,0,0.0804,business,0
28,66393,13539,60,8.15,393,29,2,1,0.2039,personal,1
54,75194,11793,36,15.66,768,25,4,3,0.1568,education,0
55,40268,2743,48,7.95,325,19,3,3,0.0681,business,1
52,39988,1000,12,6.09,734,1,7,0,0.025,business,0
44,52492,11086,24,10.62,420,17,4,2,0.2112,education,1
34,43925,21709,60,8.93,349,24,2,3,0.4942,education,1
52,25457,13926,36,20.11,335,10,1,2,0.547,business,1
63,37061,7990,48,5.93,709,0,5,3,0.2156,education,0
36,32818,18491,48,8.0,588,15,5,1,0.5634,personal,0
24,76752,17443,12,14.33,678,16,6,4,0.2273,business,0
57,85650,19629,60,13.18,399,15,7,0,0.2292,business,1
41,35282,16103,12,5.78,623,9,3,1,0.4564,education,0
34,64829,17315,24,5.12,628,16,3,3,0.2671,education,0
51,70723,16386,24,21.8,520,29,7,0,0.2317,education,1
38,28139,9134,24,16.2,409,2,3,4,0.3246,personal,1
27,57897,2176,48,11.21,448,17,0,4,0.0376,business,1
30,100603,8873,60,13.0,705,18,5,3,0.0882,home_improvement,0
27,67188,18629,12,9.53,709,13,5,0,0.2773,personal,0
53,50584,9713,12,10.86,428,20,2,3,0.192,personal,1
43,44916,11127,24,16.03,783,24,0,4,0.2477,business,0
41,18595,5005,60,20.01,407,1,3,1,0.2692,home_improvement,1
39,63468,8693,60,8.13,688,11,3,1,0.137,business,0
39,90060,11945,36,19.29,724,10,7,2,0.1326,personal,0
56,40356,14955,60,7.07,746,29,4,4,0.3706,education,0
49,20159,9248,60,8.65,367,16,6,4,0.4588,business,1
38,43043,8828,12,5.63,365,26,0,3,0.2051,business,1
22,70868,17053,60,7.39,803,5,6,2,0.2406,education,0
21,47286,13951,60,20.59,803,18,1,2,0.295,home_improvement,0
25,40231,14692,12,12.81,620,12,6,0,0.3652,home_improvement,0
40,55344,21169,60,6.32,746,6,5,3,0.3825,business,0
31,59134,8969,12,21.32,509,21,2,1,0.1517,education,1
62,30008,11705,36,19.94,669,10,1,0,0.3901,business,0
22,51088,15306,48,17.83,757,6,1,2,0.2996,education,0
23,46049,6770,12,20.87,462,12,7,1,0.147,personal,1
43,43463,13374,12,8.74,631,12,2,4,0.3077,education,0
32,36693,12133,60,19.22,649,20,3,3,0.3307,business,0
40,71942,28663,12,16.73,767,0,5,2,0.3984,medical,0
25,43401,12599,24,19.79,725,29,7,4,0.2903,home_improvement,0
57,19090,18941,24,18.55,626,18,4,2,0.9922,business,1
58,59757,16979,36,10.89,405,18,3,1,0.2841,education,0
50,68053,5060,12,18.16,554,22,6,0,0.0744,education,1
29,40671,2707,60,9.46,657,14,3,1,0.0666,home_improvement,0
54,44926,13482,60,10.59,743,13,0,3,0.3001,business,0
64,43317,19544,48,6.83,412,28,7,3,0.4512,medical,1
55,48760,13727,36,20.9,329,2,1,2,0.2815,personal,1
42,74923,12473,60,9.95,823,26,1,1,0.1665,medical,0
64,52946,10295,48,13.85,345,20,5,0,0.1944,personal,1
44,70112,4056,60,11.65,470,19,6,3,0.0579,personal,1
37,37561,6236,48,21.32,429,3,7,0,0.166,business,1
30,48093,2266,24,10.7,652,28,1,4,0.0471,personal,0
50,72172,5381,24,18.24,502,6,7,2,0.0746,education,1
43,40499,8843,60,19.54,525,0,4,0,0.2184,personal,1
52,73218,16656,36,12.41,379,22,4,2,0.2275,personal,1
37,43689,9329,12,11.43,609,23,6,4,0.2135,home_improvement,0
37,49210,13533,36,17.71,334,18,7,0,0.275,home_improvement,0
34,85062,12811,36,20.52,460,2,4,0,0.1506,business,1
29,47155,14994,12,17.83,734,19,2,4,0.318,business,0
60,57616,5791,24,8.86,837,14,6,1,0.1005,education,0
22,66095,18355,24,20.1,524,12,5,0,0.2777,home_improvement,1
45,59077,3556,12,11.59,745,21,4,0,0.0602,medical,0
59,59590,9313,48,14.8,616,13,7,3,0.1563,business,0
29,53982,11874,36,19.13,713,6,0,1,0.22,business,0
42,31559,16560,60,8.2,394,0,0,0,0.5247,home_improvement,1
63,61269,20275,24,18.34,524,12,3,4,0.3309,home_improvement,1
24,41815,16608,60,15.13,365,3,3,2,0.3972,education,1
46,68963,20495,12,20.19,696,11,5,4,0.2972,home_improvement,0
49,79697,7024,60,7.92,509,6,6,1,0.0881,personal,0
54,22499,19142,60,12.15,773,26,3,3,0.8508,medical,1
43,79728,18111,36,19.16,789,1,3,3,0.2272,personal,0
57,47600,1000,12,5.33,479,16,0,3,0.021,personal,1
31,52642,10677,60,6.91,823,0,3,4,0.2028,personal,0
26,38577,15612,24,21.84,758,25,7,2,0.4047,business,1
38,58392,8907,12,9.77,367,13,0,2,0.1525,personal,1
41,56202,5485,24,21.58,628,29,4,0,0.0976,business,0
62,74384,24685,48,8.1,501,21,4,2,0.3319,home_improvement,1
56,41654,12666,60,11.14,774,27,5,2,0.3041,medical,0
61,84894,12830,12,17.8,817,20,2,0,0.1511,medical,0
58,66964,4146,24,16.18,314,0,3,4,0.0619,personal,1
54,56637,8325,60,14.88,341,25,4,4,0.147,medical,1
37,51745,6612,36,14.01,842,2,4,1,0.1278,business,0
57,49481,18473,24,19.34,588,10,6,4,0.3733,home_improvement,0
45,50655,15027,24,8.99,832,6,5,3,0.2967,personal,0
58,58031,8576,48,12.52,543,27,7,3,0.1478,education,1
32,51238,15363,36,7.64,473,24,1,1,0.2998,medical,0
43,43470,10478,48,15.13,833,28,1,2,0.241,medical,0
62,58140,13406,36,9.26,808,8,5,1,0.2306,personal,0
42,39946,13378,24,10.68,543,21,0,0,0.3349,medical,1
41,60804,14521,48,13.01,359,2,2,1,0.2388,medical,1
47,50984,13797,60,5.46,403,0,6,1,0.2706,education,1
51,67541,14526,36,6.56,602,18,6,3,0.2151,business,0
26,72803,19534,24,16.66,376,25,5,0,0.2683,personal,0
47,72796,15843,12,12.29,317,1,7,0,0.2176,personal,1
60,60725,9978,36,19.7,833,26,1,1,0.1643,education,0
54,62826,11412,36,16.81,483,20,2,0,0.1816,education,0
32,49190,19381,60,5.14,849,23,4,0,0.394,business,0
27,67197,12674,36,15.48,580,4,5,4,0.1886,home_improvement,0
30,69229,9755,36,6.59,587,16,0,0,0.1409,personal,0
37,26788,8213,60,18.28,824,18,2,2,0.3066,medical,0
46,61810,13638,60,21.86,773,27,1,0,0.2206,business,0
41,79626,6870,48,14.03,566,4,4,3,0.0863,personal,1
48,48586,19708,24,16.61,656,22,5,4,0.4056,business,0
22,44658,5773,24,9.03,300,20,6,3,0.1293,home_improvement,1
63,47442,20868,48,12.44,326,13,3,3,0.4399,personal,1
21,27912,10288,24,19.55,847,9,6,2,0.3686,medical,0
56,57267,5539,36,7.85,459,20,7,4,0.0967,personal,1
46,55539,13135,48,9.51,698,6,7,1,0.2365,business,0
49,58546,6281,48,12.57,842,28,6,0,0.1073,home_improvement,0
41,62487,12206,24,17.11,426,7,4,2,0.1953,business,1
31,40636,8534,12,11.39,509,29,1,2,0.21,business,1
60,59917,17670,24,20.77,449,7,5,1,0.2949,education,1
31,62977,12820,12,6.61,330,6,1,2,0.2036,business,1
56,46208,4868,48,11.3,601,12,3,1,0.1053,home_improvement,0
59,62562,8417,12,17.05,556,13,7,1,0.1345,medical,0
60,56452,16229,36,8.84,356,18,6,1,0.2875,education,1
55,43638,19722,60,16.16,308,10,4,2,0.4519,business,1
54,60090,11728,12,7.79,304,1,2,1,0.1952,personal,1
44,49767,5733,60,5.95,413,16,2,2,0.1152,education,1
42,67547,18324,36,7.06,504,5,4,4,0.2713,home_improvement,1
25,50695,16203,60,20.81,323,28,7,1,0.3196,personal,1
